Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
BYD Co Ltd (1211 HK) - By Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Millions of CNY except Per Share,,FY 2003,,FY 2004,,FY 2005,,FY 2006,,FY 2007,,FY 2008,,FY 2009,,FY 2010,,FY 2011,,FY 2012,,FY 2013,,FY 2014,,FY 2015,,FY 2016,,FY 2017,,FY 2018,,FY 2019,,FY 2020,,FY 2021,,FY 2022,,FY 2023,
12 Months Ending,,12/31/2003,,12/31/2004,,12/31/2005,,12/31/2006,,12/31/2007,,12/31/2008,,12/31/2009,,12/31/2010,,12/31/2011,,12/31/2012,,12/31/2013,,12/31/2014,,12/31/2015,,12/31/2016,,12/31/2017,,12/31/2018,,12/31/2019,,12/31/2020,,12/31/2021,,12/31/2022,,12/31/2023,
Revenue,,4063.27,1.0,6425.753,1.0,6498.33,1.0,12938.917,1.0,21211.213,1.0,26788.253,1.0,39469.454,1.0,46685.349,1.0,46312.282,1.0,44380.858,1.0,49767.887,1.0,55366.384,1.0,77611.985,1.0,100207.703,1.0,105914.702,1.0,130054.707,1.0,121778.117,1.0,153469.184,1.0,216142.395,1.0,424060.635,1.0,602315.354,1.0
"  Automobiles, Related Products & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,128960.45,0.596645789920113,324691.175,0.765671576660258,483453.318,0.802658133798794
"  Mobile Handset Components, Assembly & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,40473.22,0.382130329744024,42229.944,0.324709078003613,—,,—,,86454.452,0.399988405791469,98815.054,0.233021048982771,118576.91,0.196868482950876
  Others,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,50.52,0.000476987604610359,2867.988,0.0220521660934579,—,,—,,727.493,0.00336580428841829,554.406,0.00130737435697138,285.126,0.000473383250329694
  Mobile Handset Components Assembly & Other Products,,—,,939.395,0.146192205022509,1906.298,0.293351984279038,5134.509,0.3968267977915,9186.864,0.433113561209347,11933.013,0.44545693218591,14396.593,0.364752778186392,20553.382,0.440253365140314,19556.707,0.422279061955962,17155.458,0.386550841355974,19459.26,0.391000325169521,24116.254,0.435575745744927,32928.119,0.424265904293003,38082.566,0.380036313176443,—,,—,,52522.29,0.431294975598941,59354.468,0.386751701240557,—,,—,,—,
    Rendering Of Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14.844,9.67230007556436e-05,—,,—,,—,
    Goods & Construction Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,59339.624,0.386654978239801,—,,—,,—,
  Rechargeable Batteries & Photovoltaic Products,,3553.552,0.874554730549533,5097.037,0.793220187579572,3963.438,0.60991639390428,4567.393,0.352996545228631,7149.237,0.337049889603202,6207.557,0.231726831906508,4081.494,0.103408929852437,4581.758,0.0981412391283612,4620.074,0.0997591524425421,4674.513,0.105327233646542,5018.123,0.100830541590002,4980.119,0.0899484243002035,5750.007,0.0740865859828221,7103.045,0.0708832234184631,—,,—,,9718.5,0.0798049784264606,11704.632,0.0762669852991464,—,,—,,—,
    Rendering Of Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,31.354,0.000204301601030211,—,,—,,—,
    Goods & Construction Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11673.278,0.0760626836981162,—,,—,,—,
  Automobile & Related Products,,509.718,0.125445269450467,389.321,0.060587607397919,628.594,0.0967316218166821,3232.178,0.24980282352843,4871.993,0.229689504320192,8645.898,0.322749602223034,20991.093,0.531831349883887,21550.209,0.461605395731325,22135.501,0.477961785601495,22550.887,0.508121924997484,25290.504,0.508169133240477,26270.011,0.474475829954869,38933.859,0.501647509724175,55022.092,0.549080463405094,—,,—,,59537.327,0.488900045974598,81957.889,0.534034826170705,—,,—,,—,
    Rendering Of Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,79.675,0.000654263688442481,423.586,0.00276007201549987,—,,—,,—,
    Goods & Construction Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,59457.652,0.488245782286156,81534.303,0.531274754155206,—,,—,,—,
  Automobiles & Related Products & Other Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,56624.341,0.534622105626091,76006.859,0.584422207802137,—,,—,,—,,—,,—,
  Rechargeable Battery & Photovoltaic Business,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,8766.621,0.0827705770252745,8949.916,0.0688165481007927,—,,—,,—,,—,,—,
  Corporate & Others,,—,,—,,—,,4.837,0.00037383345143956,3.119,0.000147044867259595,1.785,6.66336845482234e-05,0.274,6.94207728335943e-06,0,,0,,0,,0,,0,,0,,0,,—,,—,,0,,452.195,0.00294648728959163,—,,—,,—,
Revenue by Distribution Channel,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,216142.395,1.0,424060.635,1.0,602315.354,1.0
  Distribution Sales,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,83116.069,0.384543111035667,236339.026,0.557323661980556,310690.329,0.515826679390942
  Direct Sales,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,133026.326,0.615456888964333,187721.609,0.442676338019444,291625.025,0.484173320609058
Intersegment Revenue,,—,,—,,—,,—,,—,,142.952,1.0,494.236,1.0,688.637,1.0,1444.577,1.0,2412.297,1.0,1658.718,1.0,3943.662,1.0,9684.716,1.0,12554.503,1.0,—,,—,,15438.372,1.0,27416.139,1.0,6548.757,1.0,12737.054,1.0,18631.994,1.0
"  Mobile Handset Components, Assembly & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3362.461,0.513450262393306,8765.31,0.688174047154075,12851.64,0.689761922422259
"  Automobiles, Related Products & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3186.296,0.486549737606694,3971.744,0.311825952845925,5780.354,0.310238077577741
  Mobile Handset Components Assembly & Other Products,,—,,—,,—,,—,,—,,129.429,0.905401813196038,235.301,0.476090369782857,405.914,0.589445527905123,626.528,0.433710352580721,637,0.264063670435274,601.337,0.362531183721404,815.22,0.206716498523454,1256.601,0.129750939521613,983.803,0.0783625604295128,—,,—,,1697.354,0.109943846410749,14844.929,0.541466798078314,—,,—,,—,
  Rechargeable Batteries & Photovoltaic Products,,—,,—,,—,,—,,—,,3.807,0.0266313168056411,239.245,0.484070363146351,195.028,0.283208715186666,751.941,0.52052677012025,1731.175,0.717645878596209,928.561,0.55980642882033,2957.02,0.749815780358459,7938.761,0.819720578280251,10764.415,0.857414666275519,—,,—,,12012.976,0.778124532819911,10384.321,0.378766718391674,—,,—,,—,
  Automobile & Related Products,,—,,—,,—,,—,,—,,9.716,0.0679668699983211,19.69,0.0398392670707921,87.695,0.127345756908211,66.108,0.0457628772990294,44.122,0.0182904509685167,128.82,0.077662387458266,171.422,0.0434677211180877,489.354,0.0505284821981357,806.285,0.0642227732949683,—,,—,,1728.042,0.11193162076934,2186.889,0.0797664835300113,—,,—,,—,
Revenue Including Intersegment Revenue,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,222691.152,1.0,436797.689,1.0,620947.348,1.0
"  Automobiles, Related Products & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,132146.746,0.593408156602468,328662.919,0.75243740357793,489233.672,0.787882698228385
"  Mobile Handset Components, Assembly & Other Products",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,89816.913,0.403325018499163,107580.364,0.246293345201284,131428.55,0.211658122743122
