Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
PetroChina Co Ltd (857 HK) - By Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Millions of CNY except Per Share,,FY 2005,,FY 2006,,FY 2007,,FY 2008,,FY 2009,,FY 2010,,FY 2011,,FY 2012,,FY 2013,,FY 2014,,FY 2015,,FY 2016,,FY 2017,,FY 2018,,FY 2019,,FY 2020,,FY 2021,,FY 2022,,FY 2023,
  Natural Gas,,—,,—,,22,,17.2,,16.8,,5.7,,13.3,,13.4,,15.4,,27.1,,26.2,,15.9,,1.8,,8.9,,19.5,,-4,,10.1,,-5,,5.1,
  Diesel,,—,,—,,12.1,,3.1,,15.3,,20.3,,17.6,,3,,-1.3,,-6.7,,-2.6,,-5.4,,8.9,,-0.5,,3.8,,-10.4,,1.2,,-3.6,,1.2,
  Polyethylene,,—,,—,,32.2,,4.4,,7,,28.2,,5.2,,5.5,,11.4,,22.6,,2.7,,11.6,,-0.5,,-2,,7.3,,13.5,,2.6,,11.1,,-7,
  Polypropylene,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1.7,,-6.2,,-7.7,
  Heavy Oil,,—,,—,,9.5,,-19.5,,20,,13.3,,15.2,,35.3,,17.2,,-5.3,,11.7,,46.8,,1.9,,-14.7,,-9.4,,—,,—,,—,,—,
Shipment/Sales in Cubic Feet,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Natural Gas (hundred million cubic metre),,—,,—,,—,,—,,—,,—,,—,,853.88,,985.41,,1252.78,,1581.1,,—,,—,,—,,—,,—,,—,,—,,—,
Liabilities,,234400,1.0,254572,1.0,285580,1.0,348395,1.0,542587,1.0,646358,1.0,835040,1.0,988148,1.0,1072175,1.0,1087692,1.0,1049806,1.0,1023922,1.0,1023300,1.0,1031986,1.0,1288612,1.0,1121515,1.0,1093409,1.0,1136234,1.0,1122075,1.0
"  Oil, Gas & New Energies",,146616,0.464062796733557,185185,0.497534960572803,226676,0.50924923278771,264230,0.507409605121912,280573,0.456992776343543,327765,0.453003159474692,355576,0.415763602093457,445919,0.452079945497236,487745,0.48507611123598,505029,0.513383286216603,-511098,12.5472087199882,536284,0.539318204216924,525085,0.567869417665775,466097,0.505212578692704,720028,0.495123906815803,658521,0.484645292908508,550365,0.448317602390962,581261,0.425822875687714,591540,0.429799239564722
  Head Office & Other,,161753,,171059,,188774,,334972,,357107,,421319,,722856,,811435,,661173,,—,,727579,,727192,,659551,,666432,,682793,,573340,,566602,,590604,,571825,
  Marketing,,—,,—,,—,,132340,0.254136877500034,142254,0.231701020433094,144293,0.199426982411428,196363,0.229600952251776,203179,0.205986179656357,191534,0.190485946323329,169804,0.172612930213362,148556,-3.6469779545343,183159,0.184195282660247,199340,0.21558240992886,239187,0.259259941728378,324822,0.22336233821424,321460,0.236581788368737,349609,0.284785312754812,404991,0.296690182633349,375033,0.27249027658599
"  Refining, Chemicals & New Materials",,—,,—,,—,,70879,0.136111287141642,98590,0.160581801597837,119190,0.164732190983749,124857,0.145991281938553,141889,0.143849379341668,151415,0.15058647322432,136492,0.138749876744259,114888,-2.82044483723671,124076,0.124778001033816,79989,0.0865065786485382,59139,0.0641020360382234,132018,0.0907815639530806,186332,0.13713294901488,199159,0.162231401659956,243417,0.178323553328498,260787,0.189481783629789
  Natural Gas Marketing,,40847,0.129287206431601,43644,0.117257962681855,39790,0.089392026384015,53294,0.102342230236412,92538,0.150724401625526,132290,0.18283766713013,178440,0.208644163716214,195385,0.198084495504739,174808,0.173851469216372,172402,0.175253906825776,206920,-5.07978592821721,150855,0.151708512089013,120244,0.130041593756827,158153,0.171425443540695,277370,0.190732191016876,192456,0.141639969707875,128490,0.104665683194271,135361,0.0991633883504392,148957,0.108228700219499
  Reconciliation,,-243293,,-288692,,-348312,,-507320,,-428475,,-498499,,-743052,,-809659,,-594500,,688203,,362961,,-697644,,-560909,,-557022,,-848419,,-810594,,-700816,,-819400,,-826067,
  Refining & Marketing,,97918,0.309925935304172,115352,0.309915234884002,145263,0.326347170862558,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Chemicals & Marketing,,30559,0.0967240615306704,28024,0.0752918418613399,33389,0.075011569965717,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other Liabilities,,—,,—,,—,,—,,—,,—,,—,,—,,—,,62541,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Elimination Of Intersegment,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-646779,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Depreciation and Amortization,,51305,1.0,61388,1.0,67274,1.0,94759,1.0,92259,1.0,113209,1.0,138073,1.0,151975,1.0,163365,1.0,177463,1.0,202875,1.0,218147,1.0,237375,1.0,231929,1.0,225262,1.0,213875,1.0,231269,1.0,238036,1.0,247452,1.0
"  Oil, Gas & New Energies",,30896,0.603355010057219,37080,0.609467455621302,43582,0.65411920092455,58927,0.627523854148918,64595,0.708270742645366,75991,0.67765610230252,88068,0.643630782723087,103838,0.689312267657992,115528,0.717012983788883,129221,0.737280834384111,148958,0.741745136215834,155192,0.717481657505051,169484,0.719118476937242,169622,0.737201691519369,158874,0.711243424734191,150849,0.711384107521811,175329,0.764223850475763,182989,0.774897732758548,194072,0.790021737891506
"  Refining, Chemicals & New Materials",,—,,—,,—,,22796,0.242758561935594,11824,0.129647701231346,16302,0.145374449339207,23621,0.17263027113937,17295,0.11481014338821,22478,0.139507460092848,21533,0.12285826767161,24400,0.121501237420389,25475,0.117775692206693,32319,0.137129109863673,24971,0.108527569766482,24995,0.111897034135422,23893,0.112676255600094,28466,0.124077569185035,27265,0.115458233465737,28217,0.114864809854511
  Marketing,,—,,—,,—,,5871,0.0625212983472482,7088,0.0777184460696703,8232,0.0734095489486169,9148,0.0668566834758459,10004,0.0664099840679766,11280,0.0700081924480524,11709,0.0668066435780837,12974,0.0646047973070545,12891,0.0595975053282232,12734,0.0540302015843315,13511,0.0587207558814198,17131,0.0766916620033576,17833,0.084098090073096,20338,0.0886492518121706,20563,0.0870774859620743,17926,0.0729725548942822
  Natural Gas Marketing,,4478,0.087448981584549,5263,0.0865055884286653,5926,0.0889429210380176,6310,0.0671962855682399,7694,0.0843631100536178,11613,0.103559899409656,15993,0.116882262661697,19503,0.12946760488582,11838,0.0734713636702167,12804,0.0730542543661956,14489,0.0721488290567222,22743,0.105145144960033,21146,0.0897222116147537,21985,0.0955499828327299,22375,0.100167879127029,19475,0.0918415468049988,5288,0.0230493285270311,5329,0.0225665478136407,5439,0.022140897359701
  Head Office & Other,,98,,548,,647,,855,,1058,,1071,,1243,,1335,,2241,,—,,2054,,1846,,1692,,1840,,1887,,1825,,1848,,1890,,1798,
  Refining & Marketing,,8964,0.175054191809714,12080,0.198553583168968,11196,0.168039983790355,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Chemicals & Marketing,,6869,0.134141816548519,6417,0.105473372781065,5923,0.088897894247077,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2196,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Capital Expenditures,,-124801,,-148746,,-182387,,-237291,,-266836,,-276212,,-284391,,-352516,,-318696,,-291729,,-202238,,-172386,,-216227,,-255974,,-296776,,-246493,,-251178,,-274307,,-275338,
  Head Office & Other,,-427,,-2358,,-1613,,-3134,,-2333,,-1636,,-1675,,-1429,,-1109,,—,,-1270,,-968,,-1014,,-1066,,-758,,-626,,-700,,-939,,-1854,
  Natural Gas Marketing,,-11137,0.0895444385482496,-11309,0.0772536000218597,-11003,0.0608660537466671,-37060,0.158269878756561,-74754,0.282620612998718,-53648,0.19538488433075,-62645,0.221582789796121,-72939,0.207751924736604,-57439,0.180860677546625,-32919,0.11313187549617,-20360,0.1013096612396,-20340,0.118657317201227,-24529,0.113975456872958,-26502,0.103966921399093,-27004,0.0912241823132377,-21143,0.0859936469717368,-6750,0.026948474516724,-4936,0.018056246524831,-4050,0.0148089102104694
  Marketing,,—,,—,,—,,-15703,0.0670618431223495,-18174,0.0687099957278367,-15793,0.0575177728570596,-15136,0.0535378259454718,-14928,0.0425193755393962,-7101,0.0223592275502461,-5616,0.0193003618817853,-7061,0.0351349468572111,-7983,0.0465703718395968,-10982,0.0510285159353756,-17010,0.0667299574748537,-17618,0.0595166510144653,-16294,0.0662716021263529,-10982,0.0438441699470612,-5069,0.0185427701852448,-4673,0.0170869228181539
"  Refining, Chemicals & New Materials",,—,,—,,—,,-23332,0.0996425475215347,-42558,0.160897986034185,-44242,0.161128430744129,-42781,0.151321467479732,-36009,0.102564321663861,-26671,0.0839801377260404,-30965,0.106416614257386,-15725,0.0782462879662434,-12847,0.0749454549697231,-17705,0.0822673351516869,-15287,0.0599706560798406,-21279,0.0718841421805431,-21810,0.0887064957883734,-54487,0.217532078665591,-41771,0.152801352023646,-16383,0.0599047841921282
"  Oil, Gas & New Energies",,-83214,0.669062665830479,-105192,0.718583490450037,-135060,0.747120714262007,-158062,0.675025730599555,-129017,0.48777140523926,-160893,0.585968912068061,-162154,0.573557916778675,-227211,0.647164378060139,-226376,0.712799957177088,-221479,0.761151148364659,-157822,0.785309103936945,-130248,0.759826855989453,-161997,0.752728692039979,-196109,0.769332465046213,-230117,0.777375024491754,-186620,0.759028255113537,-178259,0.711675276870623,-221592,0.810599631266279,-248378,0.908199382779248
  Refining & Marketing,,-16454,0.132294531011305,-19206,0.131199278629396,-26546,0.146846338522133,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Chemicals & Marketing,,-13569,0.109098364609967,-10681,0.0729636308987075,-8165,0.0451668934691936,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-750,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Amount Produced (in Metric Tonnes),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
"  Gasoline, Kerosene & Diesel Output",,—,,—,,—,,—,,—,,—,,—,,—,,90282,,92671,,91933,,86022,,92715,,111148,,117791,,107042,,108712,,105354,,122736,
    Diesel,,—,,—,,—,,—,,—,,—,,59040,,59227,,56876,,57627,,54182,,46689,,48241,,54311,,54628,,50719,,48245,,53648,,58399,
    Gasoline,,—,,—,,—,,—,,—,,—,,25447,,28381,,29294,,30688,,32258,,33275,,37363,,45794,,50430,,46280,,49388,,43514,,49776,
    Kerosene,,—,,—,,—,,—,,—,,—,,2663,,3408,,4112,,4356,,5493,,6058,,7111,,11043,,12733,,10043,,11079,,8192,,14561,
  Derivative Petrochemicals,,3721700,,3433600,,4607300,,4755200,,5177200,,8154000,,8327,,8317,,8420,,9989,,10276,,11248,,11483,,11422,,11799,,12566,,13093,,13763,,14643,
    Synthetic Resin,,3061100,,2756900,,3962500,,4099500,,4480300,,5550000,,5690,,6089,,6537,,—,,8215,,9078,,9284,,9165,,9580,,10287,,10903,,11620,,12579,
    Synthetic Fibre Materials & Polymers,,348600,,395300,,334200,,311700,,276800,,1985000,,2031,,1595,,1218,,1293,,1348,,1410,,1390,,1388,,1309,,1278,,1146,,1099,,1098,
    Synthetic Rubber,,312000,,281400,,310600,,344000,,420100,,619000,,606,,633,,665,,745,,713,,760,,809,,869,,910,,1001,,1044,,1044,,966,
    Synthetic Resin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,7951,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Ethylene,,1887900,,2067900,,2581500,,2675600,,2988900,,3615000,,3467,,3690,,3982,,4976,,5032,,5589,,5764,,5569,,5863,,6345,,6713,,7419,,8001,
  Urea,,3577600,,3576300,,3634500,,3823700,,3973300,,3764000,,4484,,4408,,3771,,2663,,2566,,1900,,1439,,828,,1208,,2163,,2422,,2549,,2300,
  Processed Crude Oil,,—,,—,,—,,—,,—,,—,,984.6,,1012.5,,992.3,,1010.6,,998.1,,953.3,,1016.9,,1180.5,,1228.4,,1177.5,,1225,,1212.7,,1398.8,
  Other Chemicals,,3583000,,3576300,,3634500,,3823700,,3973300,,3764000,,4484,,4408,,—,,2663,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Ammonium Nitrate,,5400,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Basic Petrochemicals,,5089300,,5488700,,6492500,,6771500,,7288600,,8353000,,8784,,9391,,—,,4976,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Benzene,,707900,,749600,,827800,,943500,,1021700,,1247000,,1510,,1627,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Propylene,,2493500,,2671200,,3083200,,3152400,,3278000,,3491000,,3807,,4074,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Refining & Chemicals,,—,,—,,—,,—,,—,,—,,87150,,91016,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Number of Employees,,439220,1.0,446290,1.0,466502,1.0,477780,1.0,539168,1.0,552698,1.0,552810,1.0,548355,1.0,544083,1.0,534652,1.0,521566,1.0,508757,1.0,494297,1.0,476223,1.0,460724,1.0,432003,1.0,417173,1.0,—,,—,
  Head Office & Other,,3670,,3696,,4766,,4856,,5510,,5317,,5433,,5630,,5700,,—,,5712,,5895,,5709,,5526,,5512,,5519,,5634,,—,,—,
  Refining & Marketing,,117260,0.269222821719665,118504,0.267748772012273,142285,0.3081522774919,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Chemicals & Marketing,,60272,0.138381356905063,61152,0.138167259384447,41943,0.0908376214979989,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5595,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Exploration & Production,,247258,0.567691424635518,247442,0.559072197092595,261802,0.566994992809744,258821,0.547278209606618,265499,0.497507767146749,288142,0.52640117212691,293143,0.53554131795819,292455,0.538864065594915,291023,0.540550128811645,298014,0.563292802098829,291525,0.565130831591884,286280,0.569301319248621,277553,0.568071667744603,268633,0.57071321890728,260220,0.571645738688787,249643,0.585351384811623,241692,0.587288203548145,—,,—,
  Refining & Chemicals,,—,,—,,—,,127493,0.269584542125162,178689,0.334838042341724,174273,0.318376048858108,169418,0.309508802890878,167209,0.308091574922843,165636,0.307654587904893,155321,0.293580842895945,150755,0.292243541777325,146336,0.291006280052977,143253,0.293197950011052,137761,0.292674480610669,133735,0.293786191928157,132703,0.311155869856782,128785,0.312935104570891,—,,—,
  Natural Gas & Pipeline,,10760,0.0247043967397543,15496,0.0350117715106847,15706,0.0340151082003569,20053,0.0424021618695604,20667,0.0387270499083683,19095,0.0348842944859248,19838,0.0362419319774123,20451,0.0376820673453406,21097,0.0391858583944887,16707,0.0315788279901788,16425,0.0318404044555242,15946,0.0317104891600479,15919,0.0325816434296381,15560,0.0330573596177583,15273,0.0335514002267076,4356,0.0102137477607601,3928,0.00954466040885554,—,,—,
  Marketing,,—,,—,,—,,66557,0.14073508639866,68803,0.128927140603158,65871,0.120338484529057,64978,0.11870794717352,62610,0.115362292136902,60627,0.112609424888973,59015,0.111547527015048,57149,0.110785222175267,54300,0.107981911538354,51863,0.106148738814707,48743,0.103554940864293,45984,0.101016669156349,39782,0.093278997570835,37134,0.0902320314721084,—,,—,
Shipment (Metric Tonnes),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,289885.05,1.0,500378,1.0,315888.54,1.0,364681.91,1.0,333246.45,1.0,336033.74,1.0,290470.84,1.0,329828.48,1.0
"  Gasoline, Kerosene & Diesel Output",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,159107,0.548862385279958,169466,0.338675960973504,177498,0.561900726123208,187712,0.514728026953681,161230,0.483816106668203,163307,0.48598393720821,150649,0.518637258046281,165797,0.502676421393325
    Diesel,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,80168,0.276550998404368,87324,0.174516065854214,86904,0.275109695337476,90163,0.24723738010476,80796,0.242451194903952,81728,0.243213672531812,78762,0.2711528633993,79699,0.241637714244689
    Gasoline,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,62406,0.215278435366018,65293,0.130487351562219,71125,0.225158532183535,76366,0.209404409448223,66084,0.19830368785624,65981,0.196352306765386,58209,0.200395330560548,67136,0.203548219971787
    Kerosene,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,16533,0.0570329515095725,16849,0.0336725435570709,19469,0.0616324986021968,21183,0.0580862374006981,14350,0.0430612239080116,15598,0.0464179579110122,13678,0.0470890640864329,18962,0.0574904871768502
  Crude Oil,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,100108,0.345336884396074,114930,0.229686357114022,110457,0.349670804771835,150322,0.412200319999421,158266,0.474921788364137,158342,0.471208635180503,125625,0.432487474474202,149936,0.454587790599526
  Polyethylene,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4764,0.0164341003442571,4739,0.00947084004492604,4644,0.0147013880275619,4985,0.0136694468886598,5659,0.0169814262087413,5808,0.0172839786861879,6455,0.0222225404794505,6001,0.0181943051127665
  Polypropylene,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4200,0.0126032850462473,4272,0.012713009116287,4007,0.0137948442604428,3700,0.0112179518275681
  Natural Gas,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1832.05,0.00631991887818982,186565,0.372848126816127,2167.54,0.00686172407520703,2590.91,0.00710457505281795,2487.45,0.00746429556863997,2739.74,0.00815316938114607,2602.84,0.00896076177560543,2735.48,0.00829364401764214
  Lubricant,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1122,0.00387049970324444,1283,0.00256406156945349,1158,0.00366584998620083,977,0.00267904706323382,1404,0.00421309814403124,1565,0.00465727042766598,1132,0.00389712096401828,1659,0.00502988704917174
  Heavy Oil,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,22952,0.0791762113982767,23395,0.0467546534819676,19964,0.0631995070159874,18095,0.0496185840421862,—,,—,,—,,—,
Average Sales Price,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Lubricant,,—,,—,,—,,1017,,900.5,,1026.875,,1200.125,,1121.625,,9319,,1245.36,,8234,,7424,,7693,,7875,,8047,,6426,,6858,,9149,,8853,
  Gasoline,,—,,—,,—,,796,,678,,779.64706,,918.11765,,942,,7866,,995.26,,5972,,5725,,6386,,7024,,6487,,5561,,7018,,8686,,8205,
  Polyethylene,,—,,—,,—,,1383,,1053.75,,1119.75,,1178.125,,1135.25,,9665,,1316.01,,8202,,7981,,8559,,8816,,7443,,6725,,7835,,7807,,7398,
  Diesel,,—,,—,,—,,748,,662,,788,,926.93333,,939.46667,,6810,,871.15,,4503,,4127,,4600,,5478,,5286,,4221,,5395,,7861,,7064,
  Polypropylene,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,7002,,7830,,7488,,6838,
  Kerosene,,—,,—,,—,,860,,499.48718,,624.87179,,795.64103,,820.38462,,6015,,764.79,,3334,,2869,,3552,,4540,,4255,,2652,,3661,,6771,,5982,
  Crude Oil,,396.2,,476.8,,—,,588,,372,,490.32345,,642.5768,,633.10326,,4533,,533.09,,2134,,1881,,2392,,3213,,3162,,2070,,3198,,4645,,4030,
  Natural Gas,,23.35,,27.6,,—,,23,,23,,27.05382,,30.65156,,31.85615,,1226,,38.68,,1371,,1097,,1236,,1367,,1313,,1170,,1729,,2684,,2076,
  Heavy Oil,,—,,—,,—,,479,,362.875,,475,,547,,576.5,,4443,,584.11,,2439,,1892,,2380,,3335,,3249,,—,,—,,—,,—,
Average Selling Price Change (%),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Lubricant,,—,,—,,-0.2,,17.1,,-4.1,,14,,16.9,,-6.5,,3.9,,-1.3,,-10.5,,-9.8,,3.6,,2.4,,2.2,,-20.1,,6.7,,33.4,,-3.2,
  Polyethylene,,—,,11,,1.9,,-2.6,,-17.5,,6.3,,5.2,,-3.6,,6.4,,0.6,,-15.7,,-2.7,,7.2,,3,,-15.6,,-9.6,,16.5,,-0.4,,-5.2,
  Gasoline,,—,,—,,2.6,,13.8,,-2,,15,,17.8,,2.6,,-1.8,,-6.5,,-18.8,,-4.1,,11.5,,10,,-7.6,,-14.3,,26.2,,23.8,,-5.5,
  Polypropylene,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11.8,,-4.4,,-8.7,
  Diesel,,—,,—,,5.8,,18.4,,-10.2,,19,,17.6,,1.4,,-3.3,,-5.5,,-30,,-8.3,,11.5,,19.1,,-3.5,,-20.1,,27.8,,45.7,,-10.1,
  Kerosene,,—,,—,,4,,35.7,,-38.7,,25.1,,27.3,,3.1,,-6,,-6.1,,-41,,-13.9,,23.8,,27.8,,-6.2,,-37.7,,38,,84.9,,-11.7,
  Crude Oil,,—,,—,,3.1,,18.8,,-36.8,,31.7,,31.1,,-1.5,,-3.1,,-13.1,,-45.8,,-11.9,,27.2,,34.3,,-1.6,,-34.5,,54.5,,45.2,,-13.2,
  Natural Gas,,—,,—,,2.2,,17.3,,0.1,,17.3,,13.3,,4,,9,,11.4,,0.4,,-20,,12.7,,10.7,,-4,,-10.9,,47.8,,55.2,,-22.7,
  Heavy Oil,,—,,—,,1.5,,40.6,,-18,,30.9,,15.2,,5.4,,-3.7,,-2.9,,-43.5,,-22.4,,25.8,,40.1,,-2.6,,—,,—,,—,,—,
Marketing Retail Sites,,18164,1.0,18207,1.0,18648,1.0,17456,1.0,17262,1.0,17996,1.0,19362,1.0,19840,1.0,20272,1.0,20572,1.0,20714,1.0,20895,1.0,21399,1.0,21783,1.0,22365,1.0,22619,1.0,22800,1.0,22586,1.0,22755,1.0
  Service Station,,18164,1.0,18207,1.0,18648,1.0,17456,1.0,17262,1.0,17996,1.0,19362,1.0,19840,1.0,20272,1.0,20572,1.0,20714,1.0,20895,1.0,21399,1.0,21783,1.0,22365,1.0,22619,1.0,22800,1.0,22586,1.0,22755,1.0
    Owned Service Stations,,—,,16624,0.91305541824573,17070,0.915379665379665,16725,0.958123281393217,16607,0.962055381763411,17394,0.966548121804846,18792,0.970560892469786,19296,0.97258064516129,19710,0.972277032359905,20422,0.992708535874004,20422,0.985903253837984,20101,0.962000478583393,20350,0.950979017711108,20555,0.943625763209842,20955,0.936955063715627,21042,0.930279853220744,20734,0.909385964912281,20564,0.910475515806252,20367,0.895056031641397
    Other,,—,,1583,0.0869445817542703,1578,0.0846203346203346,731,0.0418767186067828,655,0.037944618236589,602,0.0334518781951545,570,0.0294391075302138,544,0.0274193548387097,562,0.0277229676400947,150,0.0072914641259965,292,0.014096746162016,794,0.0379995214166068,1049,0.049020982288892,1228,0.0563742367901575,1410,0.0630449362843729,1577,0.0697201467792564,2066,0.0906140350877193,2022,0.0895244841937483,2388,0.104943968358603
Operating Costs ($/bbl),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Processing Of Refineries,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,179.93,,169.04,,169.38,,168.64,,163.9,,166.65,,215.37,,—,
  Lifting,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12980000,,11.67,,11.53,,12.31,,12.11,,11.1,,12.3,,12.42,,—,
  Oil Marketing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,314.77,,305.48,,319.61,,330.76,,—,,—,,—,,—,
Total Marketing Volume (mbpd),,1827.228767,1.0,1798.228959,1.0,2064.285096,1.0,2193.845123,1.0,4921.05575,1.0,5612.12378,1.0,6422.67007,1.0,7186.73471,1.0,10917.288562,1.0,8035.148192,1.0,3929.379,1.0,3804.723,1.0,4026.151,1.0,4114.84,1.0,4287.006,1.0,3397.587,1.0,83615.21,1.0,3284.42,1.0,3586.34,1.0
  Diesel,,982.417808,0.537654521285238,1004.05274,0.558356451204276,1126.937671,0.545921526626185,1161.285616,0.529338011979618,1328.60959,0.269984665384049,1598.40411,0.284812697057085,1886.03425,0.293652675514126,1942.08904,0.270232465558757,1917.143836,0.175606225402252,1788.514,0.222586311697486,1741.705,0.443251974421403,1622.907,0.426550631938251,1767.772,0.439072454063447,1759.27,0.427542747713155,1825.244,0.425761942017343,1631.152,0.48009131186339,81728,0.977429824071482,1594.44,0.485455575109152,1613.43,0.449882052454592
  Gasoline,,609.24274,0.333424446354505,558.745753,0.310720028283117,631.461507,0.305898399510607,690.050959,0.314539504984008,716.72466,0.145644491022074,845.99452,0.150744094956509,1023.88904,0.15941797240723,1103.99863,0.153616165692583,1219.109589,0.111667799387787,1393.092,0.173374773770445,1412.421,0.359451455306297,1263.336,0.332044146183572,1321.78,0.328298665400279,1439.842,0.349914455969126,1545.94,0.360610645284844,1334.138,0.392672211189883,1335.71,0.0159744859816773,1178.37,0.358775674243854,1359.09,0.378962953874981
  Kerosene,,42.910685,0.0234840244281246,43.752658,0.0243309717491876,80.825096,0.0391540374711885,102.530466,0.0467355078647455,124.30849,0.0252605327627105,143.52,0.0255732064412877,208.95452,0.0325339022124174,242.65479,0.0337642614889287,288.108493,0.0263901143002507,299.52,0.0372762260064114,313.774,0.0798533305135493,334.691,0.0879672449216408,341.088,0.0847181340193152,394.127,0.0957818530003597,428.825,0.100029017920665,289.705,0.0852678680487063,315.76,0.00377634643266458,276.9,0.0843071227187753,383.86,0.107033912010573
  Polyethylene,,—,,—,,—,,—,,51.48493,0.0104621716589982,66.01644,0.0117631831705608,63.23288,0.00984526362257932,66.73973,0.00928651643522264,74.323288,0.0068078522957338,91.156164,0.0113446773876252,93.589,0.0238177584804113,96.441,0.0253477059959424,95.935,0.023827968697647,94.012,0.0228470608820756,100.915,0.0235397384561627,114.247,0.0336259233391227,117.58,0.00140620348857582,130.67,0.0397848021872964,121.48,0.033872973560789
  Polypropylene,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,86.48,0.00103426158948832,81.12,0.0246984246838102,74.9,0.0208848017756264
