Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45
Union Pacific Corp (UNP US) - By Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,,FY 2002,,FY 2003,,FY 2004,,FY 2005,,FY 2006,,FY 2007,,FY 2008,,FY 2009,,FY 2010,,FY 2011,,FY 2012,,FY 2013,,FY 2014,,FY 2015,,FY 2016,,FY 2017,,FY 2018,,FY 2019,,FY 2020,,FY 2021,,FY 2022,,FY 2023,
    Industrial Products,,1434,,1475,,1597,,1868,,2190,,2322,,2620,,2388,,2461,,2762,,2947,,3093,,3217,,3139,,—,,—,,—,,—,,—,,—,,—,,—,
Revenue Per Unit Growth %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Freight,,—,,—,,3,,10,,11,,6,,16,,-7,,6,,12,,7,,5,,5,,-4,,-2,,5,,4,,1,,-3,,7,,13,,-2,
    Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5,,3,,-2,,-2,,4,,7,,0,
      Forest Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5,,0,,3,,12,,4,
      Energy & Specialized Markets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1,,-1,,5,,9,,0,
      Industrial Chemicals & Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1,,2,,2,,6,,0,
      Metals & Minerals,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-10,,-11,,6,,8,,-1,
    Bulk,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,,-1,,6,,11,,-1,
      Fertilizer,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4,,-1,,1,,8,,6,
      Food & Refrigerated,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1,,-4,,5,,11,,1,
      Grain & Grain Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,,-3,,4,,14,,1,
      Coal & Renewables,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-5,,-8,,13,,11,,-8,
    Premium,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,,7,,2,,-4,,8,,19,,-5,
      Automotive,,1,,8,,1,,7,,8,,3,,14,,-9,,13,,11,,6,,9,,9,,-4,,-7,,—,,—,,1,,-2,,3,,16,,2,
      Intermodal,,—,,3,,3,,5,,8,,4,,13,,-6,,9,,14,,8,,2,,2,,-7,,-3,,—,,—,,1,,-1,,11,,18,,-9,
    Energy,,-3,,2,,0,,7,,9,,6,,19,,-5,,10,,11,,11,,12,,12,,-5,,-6,,—,,—,,—,,—,,—,,—,,—,
    Agricultural Products,,3,,4,,6,,18,,16,,11,,16,,-8,,7,,8,,2,,3,,3,,-2,,-3,,—,,—,,—,,—,,—,,—,,—,
    Chemicals,,-1,,3,,3,,10,,16,,6,,14,,-2,,4,,6,,2,,2,,2,,-2,,0,,—,,—,,—,,—,,—,,—,,—,
    Industrial Products,,3,,3,,8,,17,,17,,7,,13,,-9,,3,,12,,7,,5,,5,,-2,,-3,,—,,—,,—,,—,,—,,—,,—,
Revenue Growth %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,22,,-21,,74,
  Other Subsidiary,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,53,,-1,
  Freight,,24,,21,,34,,11,,15,,5,,11,,-22,,20,,15,,6,,5,,5,,-10,,-9,,7,,8,,-5,,-10,,11,,14,,-3,
    Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5,,9,,-3,,-11,,11,,12,,0,
      Energy & Specialized Markets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12,,-15,,9,,8,,6,
      Industrial Chemicals & Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,,-2,,5,,11,,1,
      Metals & Minerals,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-19,,-23,,15,,21,,0,
      Forest Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-4,,0,,17,,8,,-8,
    Bulk,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-8,,-9,,12,,13,,-2,
      Fertilizer,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,,1,,6,,2,,6,
      Grain & Grain Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1,,2,,12,,13,,1,
      Food & Refrigerated,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-5,,-7,,7,,10,,-5,
      Coal & Renewables,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-20,,-27,,16,,20,,-10,
    Premium,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,,14,,-6,,-9,,11,,18,,-6,
      Automotive,,8,,1,,2,,3,,13,,2,,-8,,-36,,49,,19,,20,,15,,15,,2,,-7,,—,,—,,-2,,-21,,5,,28,,7,
      Intermodal,,5,,4,,8,,10,,14,,4,,3,,-18,,30,,12,,10,,2,,2,,-9,,-9,,—,,—,,-8,,-3,,13,,15,,-12,
    Energy,,2,,3,,0,,7,,15,,6,,22,,-18,,12,,17,,-4,,2,,2,,-22,,-25,,—,,—,,—,,—,,—,,—,,—,
    Agricultural Products,,4,,5,,6,,18,,22,,8,,22,,-16,,13,,10,,-1,,0,,0,,-5,,1,,—,,—,,—,,—,,—,,—,,—,
    Chemicals,,2,,1,,8,,8,,13,,9,,9,,-16,,15,,16,,15,,8,,8,,-3,,-2,,—,,—,,—,,—,,—,,—,,—,
    Industrial Products,,3,,7,,11,,17,,13,,-2,,6,,-34,,23,,20,,10,,9,,9,,-13,,-12,,—,,—,,—,,—,,—,,—,,—,
  Accessorial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4,,-25,
Capital Expenditures,,—,,—,,-1876,,-2169,,-2242,,-2496,,-2780,,-2354,,-2482,,-3176,,-3738,,-3496,,-4346,,-4650,,-3505,,-3238,,-3437,,-3453,,-2927,,-2936,,-3274,,-3606,
  Technology & Other,,—,,—,,-76,0.0405117270788913,-90,0.0414937759336099,-110,0.0490633363068689,-106,0.0424679487179487,-174,0.062589928057554,-90,0.038232795242141,-94,0.0378726833199033,-148,0.0465994962216625,-148,0.0395933654360621,-163,0.0466247139588101,-417,0.0959502991256328,-289,0.0621505376344086,-138,0.0393723252496434,-149,0.0460160592958616,-199,0.0578993308117544,-255,0.0738488271068636,-323,0.110351896139392,-162,0.0551771117166213,0,,-310,0.0859678313921242
  Capacity & Commercial Facilities,,—,,—,,-347,0.184968017057569,-509,0.234670355002305,-510,0.227475468331847,-534,0.213942307692308,-742,0.266906474820144,-355,0.150807136788445,-349,0.140612409347301,-422,0.132871536523929,-658,0.176029962546816,-601,0.171910755148741,-732,0.168430740911183,-684,0.147096774193548,-305,0.087018544935806,-313,0.0966646077825818,-520,0.151294733779459,-540,0.156385751520417,-503,0.171848308848651,-527,0.17949591280654,-584,0.178375076359194,-664,0.184137548530227
    Line Expansion & Other Capacity Projects,,—,,—,,—,,—,,—,,—,,—,,-162,0.0688190314358539,-122,0.0491539081385979,-311,0.0979219143576826,-489,0.130818619582665,-455,0.130148741418764,-515,0.118499769903359,-457,0.0982795698924731,-153,0.0436519258202568,-124,0.038295243977764,-286,0.0832121035787024,-357,0.103388357949609,-332,0.113426716774855,-284,0.0967302452316076,-276,0.0843005497861943,-239,0.0662784248474764
    Commercial Facilities,,—,,—,,—,,—,,—,,—,,—,,-193,0.0819881053525913,-227,0.0914585012087027,-111,0.0349496221662468,-169,0.045211342964152,-146,0.0417620137299771,-217,0.0499309710078233,-227,0.0488172043010753,-152,0.0433666191155492,-189,0.0583693638048178,-234,0.0680826302007565,-183,0.052997393570808,-171,0.0584215920737957,-243,0.0827656675749319,-308,0.0940745265729994,-425,0.117859123682751
  Locomotives & Freight Cars,,—,,—,,-125,0.0666311300639659,-98,0.0451821115721531,-135,0.06021409455843,-263,0.10536858974359,-164,0.0589928057553957,-272,0.115548003398471,-330,0.132957292506044,-675,0.212531486146096,-875,0.234082397003745,-580,0.165903890160183,-1067,0.245513115508514,-1436,0.308817204301075,-854,0.243651925820257,-607,0.18746139592341,-716,0.20832121035787,-610,0.17665797856936,-269,0.0919029723266143,-322,0.109673024523161,-800,0.244349419670128,-728,0.201885745978924
  Road Infrastructure Replacements,,—,,—,,-1328,0.707889125799574,-1472,0.678653757491932,-1487,0.663247100802855,-1593,0.638221153846154,-1700,0.611510791366906,-1609,0.683517417162277,-1625,0.654713940370669,-1702,0.535894206549118,-1708,0.456928838951311,-1733,0.49570938215103,-1746,0.401748734468477,-1860,0.4,-1837,0.524108416547789,-1833,0.566090179122915,-1844,0.53651440209485,-1953,0.565595134665508,-1832,0.625896822685343,-1925,0.655653950953679,-1890,0.577275503970678,-1904,0.528008874098724
    Ballast,,—,,—,,—,,—,,—,,—,,—,,-208,0.0883602378929482,-190,0.0765511684125705,-220,0.0692695214105793,-203,0.0543071161048689,-226,0.0646453089244851,-204,0.0469397146801657,-233,0.0501075268817204,-235,0.0670470756062767,-231,0.0713403335392217,-216,0.0628455048006983,-271,0.0784824790037648,-225,0.0768705158865733,-215,0.0732288828337875,-216,0.0659743433109346,-194,0.0537992235163616
    Rail & Other Track Material,,—,,—,,—,,—,,—,,—,,—,,-614,0.260832625318607,-626,0.252215954875101,-697,0.219458438287154,-759,0.203049759229534,-743,0.212528604118993,-749,0.172342383801197,-734,0.157849462365591,-628,0.179172610556348,-619,0.191167387276096,-608,0.176898457957521,-561,0.1624674196351,-471,0.160915613255893,-507,0.172683923705722,-437,0.133475870494808,-454,0.125901275651692
    Ties,,—,,—,,—,,—,,—,,—,,—,,-449,0.190739167374681,-444,0.178887993553586,-403,0.126889168765743,-434,0.116104868913858,-438,0.125286041189931,-415,0.0954901058444547,-455,0.0978494623655914,-494,0.140941512125535,-480,0.148239654107474,-444,0.129182426534769,-427,0.123660584998552,-507,0.173214895797745,-443,0.150885558583106,-544,0.166157605375687,-565,0.156683305601775
    Other,,—,,—,,—,,—,,—,,—,,—,,-338,0.143585386576041,-365,0.147058823529412,-382,0.120277078085642,-312,0.0834670947030498,-326,0.0932494279176201,-378,0.0869765301426599,-438,0.0941935483870968,-480,0.136947218259629,-503,0.155342804200124,-576,0.167588012801862,-694,0.200984651028092,-629,0.214895797745132,-760,0.258855585831063,-693,0.211667684789249,-691,0.191625069328896
  Positive Train Control,,—,,—,,—,,—,,—,,—,,—,,-28,0.0118946474086661,-84,0.0338436744560838,-229,0.072103274559194,-349,0.0933654360620653,-419,0.119851258581236,-384,0.0883571099861942,-381,0.0819354838709677,-371,0.105848787446505,-336,0.103767757875232,-158,0.0459703229560663,-95,0.0275123081378511,0,,0,,0,,—,
Carloads/Unit Volumes,,9131,1.0,9239,1.0,9458,1.0,9544,1.0,9852,1.0,9733,1.0,9261,1.0,7786,1.0,8815,1.0,9072,1.0,9048,1.0,9022,1.0,9625,1.0,9062,1.0,8442,1.0,8588,1.0,8908,1.0,8346,1.0,7753,1.0,8038,1.0,8169,1.0,8112,1.0
  Freight,,9131,1.0,9239,1.0,9458,1.0,9544,1.0,9852,1.0,9733,1.0,9261,1.0,7786,1.0,8815,1.0,9072,1.0,9048,1.0,9022,1.0,9625,1.0,9062,1.0,8442,1.0,8588,1.0,8908,1.0,8346,1.0,7753,1.0,8038,1.0,8169,1.0,8112,1.0
    Premium,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4125,0.48862828713575,4116,0.479273404750815,4382,0.491917377638078,4060,0.486460579918524,3841,0.495421127305559,3912,0.48668823090321,3894,0.476680132207125,3848,0.474358974358974
      Intermodal,,2951,0.323184755229438,2983,0.322870440523866,3127,0.33061958130683,3266,0.342204526404023,3457,0.350893219650832,3453,0.354772423713141,3165,0.341755749919015,2775,0.3564089391215,3313,0.375836642087351,3254,0.3586860670194,3312,0.36604774535809,3325,0.368543560186211,3591,0.373090909090909,3488,0.384903994703156,—,,3275,0.381346064275734,3491,0.391894925909295,3202,0.383656841600767,3149,0.406165355346318,3211,0.399477481960687,3116,0.381442036969029,3028,0.3732741617357
      Automotive,,818,0.089584930456686,820,0.088754194176859,826,0.0873334743074646,797,0.0835079631181894,834,0.084652862362972,826,0.0848659200657557,667,0.0720224597775618,465,0.0597225789879271,611,0.0693136698808849,653,0.0719797178130512,738,0.0815649867374005,781,0.0865661715805808,809,0.0840519480519481,863,0.0952328404325756,—,,841,0.0979273404750815,891,0.100022451728783,858,0.102803738317757,692,0.0892557719592416,701,0.087210748942523,778,0.0952380952380952,820,0.101084812623274
    Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1656,0.196162046908316,2092,0.243595714951095,2227,0.25,2199,0.263479511143063,1992,0.256932800206372,2112,0.262751928340383,2215,0.271147019218999,2233,0.275271203155819
      Metals & Minerals,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,789,0.0918723800652073,822,0.092276605298608,744,0.0891445003594536,646,0.0833225848058816,697,0.0867131127146056,785,0.0960949932672298,793,0.0977564102564103
      Industrial Chemicals & Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,560,0.0652072659524918,599,0.0672429277054333,611,0.073208722741433,587,0.0757126273700503,606,0.0753918885294849,637,0.0779777206512425,645,0.0795118343195266
      Energy & Specialized Markets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,510,0.0593851886353051,565,0.0634261338123036,624,0.0747663551401869,539,0.0695214755578486,559,0.0695446628514556,552,0.067572530297466,582,0.0717455621301775
      Forest Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,233,0.0271308802980904,241,0.0270543331836551,220,0.026359932901989,220,0.0283761124725913,250,0.031102264244837,241,0.0295017750030604,213,0.0262573964497041
    Bulk,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2380,0.27713088029809,2299,0.258082622361922,2087,0.250059908938414,1920,0.247646072488069,2014,0.250559840756407,2060,0.252172848573877,2031,0.250369822485207
      Coal & Renewables,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1240,0.144387517466232,1176,0.132016165244724,997,0.119458423196741,797,0.102798916548433,819,0.101891017666086,885,0.108336393683437,867,0.106878698224852
      Grain & Grain Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,746,0.0868653935724267,723,0.0811629995509654,708,0.0848310567936736,745,0.0960918354185477,805,0.100149290868375,798,0.0976863753213368,798,0.0983727810650888
      Fertilizer,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,182,0.0211923614345598,194,0.0217781769196228,190,0.0227653965971723,193,0.0248935895782278,201,0.025006220452849,190,0.0232586607907945,191,0.0235453648915187
      Food & Refrigerated,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,212,0.0246856078248719,206,0.0231252806466098,192,0.0230050323508267,185,0.0238617309428608,189,0.0235133117690968,187,0.0228914187783082,175,0.0215729783037475
    Energy,,2164,0.236994852699595,2187,0.236713930079013,2172,0.229646859801226,2178,0.228206202849958,2296,0.233049127080796,2299,0.236206719408199,2348,0.253536335168988,2021,0.259568456203442,2056,0.233238797504254,2164,0.238536155202822,1871,0.206786030061892,1703,0.188760806916427,1768,0.183688311688312,1459,0.161001986316486,1510,0.178867566927268,—,,—,,—,,—,,—,,—,,—,
    Agricultural Products,,875,0.0958274011608805,883,0.0955731139733737,883,0.0933601184182702,883,0.0925188600167645,923,0.0936865611043443,902,0.0926744066577622,947,0.102256775726163,865,0.111096840482918,918,0.10414066931367,934,0.102954144620811,900,0.0994694960212202,874,0.096874307248947,973,0.101090909090909,941,0.103840211873759,1151,0.136342099028666,—,,—,,—,,—,,—,,—,,—,
    Chemicals,,904,0.0990033950279268,888,0.0961142980842083,935,0.0988581095369,912,0.0955574182732607,896,0.0909460008120179,928,0.0953457310181856,885,0.0955620343375446,761,0.0977395324942204,844,0.095745887691435,921,0.101521164021164,1042,0.115163572060124,1103,0.122256705830193,1116,0.115948051948052,1098,0.121165305672037,—,,—,,—,,—,,—,,—,,—,,—,
    Industrial Products,,1419,0.155404665425474,1478,0.15997402316268,1515,0.160181856629309,1508,0.158005029337804,1446,0.146772228989038,1325,0.136134799136957,1249,0.134866645070727,899,0.115463652709992,1073,0.121724333522405,1146,0.126322751322751,1185,0.130968169761273,1236,0.136998448237641,1368,0.14212987012987,1213,0.133855661001986,—,,—,,—,,—,,—,,—,,—,,—,
Revenue Ton-Miles / Kms,,—,,532881,1.0,546327,1.0,548769,1.0,565211,1.0,561845,1.0,562631,1.0,479188,1.0,520400,1.0,544397,1.0,521111,1.0,514272,1.0,549629,1.0,485035,1.0,440139,1.0,466721,1.0,473957,1.0,423433,1.0,384976,1.0,411273,1.0,420752,1.0,413299,1.0
  Freight,,—,,532881,1.0,546327,1.0,548769,1.0,565211,1.0,561845,1.0,562631,1.0,479188,1.0,520400,1.0,544397,1.0,521111,1.0,514272,1.0,549629,1.0,485035,1.0,440139,1.0,466721,1.0,473957,1.0,423433,1.0,384976,1.0,411273,1.0,420752,1.0,413299,1.0
    Bulk,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,196300,0.46359164259753,178232,0.462969120152945,195968,0.476491284378017,201283,0.478388694527893,196638,0.475776616928664
      Coal & Renewables,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,100035,0.236247529125033,76695,0.199220211130044,85586,0.208100215671829,91824,0.218237821804769,88604,0.214382323693016
      Grain & Grain Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,66264,0.156492290397772,71979,0.186970096837205,79520,0.193350888582523,79725,0.189482165266,77717,0.188040619503072
      Food & Refrigerated,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,18470,0.0436196517512806,17534,0.0455456963550975,18475,0.0449214998310125,17965,0.0426973609156938,18286,0.0442439976869046
      Fertilizer,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11531,0.0272321713234443,12024,0.0312331158305972,12387,0.0301186802926523,11769,0.0279713465414306,12031,0.0291096760456715
    Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,97443,0.208782120367414,100469,0.211979145787487,133987,0.316430226269563,116711,0.303164353102531,126806,0.308325613400345,129905,0.308744818800624,126691,0.306535946131009
      Energy & Specialized Markets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,45367,0.107140917217128,36527,0.0948812393499854,37902,0.0921577638211115,37068,0.0880994029737232,39286,0.0950546698637064
      Metals & Minerals,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,37175,0.0877942909503983,28562,0.0741916379202859,32993,0.0802216532570823,37827,0.0899033159676009,36121,0.087396775699917
      Industrial Chemicals & Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,28000,0.06612616399761,28095,0.0729785752878102,30048,0.0730609595086475,29572,0.0702836825493402,28837,0.0697727311220206
      Forest Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,23445,0.0553688541044274,23527,0.0611129005444495,25863,0.0628852368135034,25438,0.0604584173099593,22447,0.0543117694453652
    Premium,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,95608,0.204850435270751,101684,0.214542669482675,93146,0.219978131132907,90033,0.233866526744524,88499,0.215183102221639,89564,0.212866486671483,89970,0.217687436940326
      Intermodal,,—,,70517,0.132331608745667,73388,0.134329806141743,74394,0.135565237832312,77802,0.13765124882566,80793,0.143799446466552,76178,0.135396023326123,70086,0.14625992303647,79458,0.152686395080707,78367,0.14395193213776,78277,0.150211759106985,78574,0.152786852093834,83627,0.152151724163026,79070,0.163019163565516,77059,0.175078781930254,—,,—,,74797,0.176644238876044,75198,0.195331657038361,73620,0.179005186336083,72546,0.172419857778454,71890,0.173941867751918
      Automotive,,—,,17424,0.0326977317637521,17987,0.0329235055195881,17607,0.0320845383030018,18319,0.0324109049540791,17482,0.0311153431996369,13982,0.0248511013435093,9740,0.0203260515705736,12542,0.0241006917755573,13004,0.0238869795388292,14942,0.0286733536616959,16169,0.0314405606371726,16797,0.030560614523615,18193,0.0375086333975899,18192,0.0413323972654093,—,,—,,18349,0.0433338922568624,14835,0.0385348697061635,14879,0.0361779158855553,17018,0.0404466288930296,18080,0.0437455691884084
    Energy,,—,,234674,0.440387253439323,233647,0.427668777124323,235395,0.428950979373835,249152,0.440812369186021,251408,0.447468607890076,258362,0.45920327888083,218227,0.455409985225006,225583,0.43348001537279,238567,0.438222473672706,207466,0.398122472947222,186902,0.36343024702881,191359,0.348160304496306,151110,0.311544527714495,117101,0.26605458730083,172591,0.369794802462285,170045,0.358777273043757,—,,—,,—,,—,,—,
    Agricultural Products,,—,,74780,0.140331518669271,77094,0.141113289293775,78019,0.142170931667058,81012,0.143330543814611,80532,0.143334905534445,88588,0.157453108698241,81207,0.169467933253754,88237,0.169556110684089,88094,0.161819407527962,81407,0.156218156976153,80904,0.157317528467426,94273,0.171521153359812,89053,0.183601183419753,92244,0.209579246556202,101079,0.21657264189955,101759,0.214700911686081,—,,—,,—,,—,,—,
    Chemicals,,—,,54017,0.101367847605751,58534,0.107140961365629,56879,0.103648347483185,55918,0.0989329648573719,56521,0.100598919630859,54807,0.0974119804987638,48055,0.10028423082381,54233,0.104214066102998,59542,0.109372388165254,68095,0.130672735751116,73963,0.143820779665236,75519,0.137399955242536,71707,0.147838815755564,66964,0.15214284578281,—,,—,,—,,—,,—,,—,,—,
    Industrial Products,,—,,81469,0.152884039776235,85677,0.156823660554942,86475,0.157579965340608,83008,0.146861968362258,75109,0.133682777278431,70714,0.125684507252533,51873,0.108251876090386,60347,0.115962720983859,66823,0.122746818957489,70924,0.136101521556828,77760,0.151204032107523,88054,0.160206248214705,75902,0.156487676147082,68579,0.155812141164496,—,,—,,—,,—,,—,,—,,—,
Total Miles (Kilometers),,54.901,1.0,54.116,1.0,53.877,1.0,52.667,1.0,51.596,1.0,50.9,1.0,50.766,1.0,50.885,1.0,50.673,1.0,50.653,1.0,50.753,1.0,50.861,1.0,51.172,1.0,51.439,1.0,51.5,1.0,51.683,1.0,51.554,1.0,51.743,1.0,51.793,1.0,51.844,1.0,51.954,1.0,52.128,1.0
  Route Miles,,—,,—,,—,,—,,32.339,0.626773393286301,32.205,0.632711198428291,32.012,0.63057952172714,32.094,0.630716321116242,31.953,0.630572494227695,31.898,0.629735652379918,31.868,0.627903769235316,31.838,0.62598061382985,31.974,0.624833893535527,32.084,0.623729077159354,32.07,0.622718446601942,32.122,0.621519648627208,32.236,0.625286107770493,32.34,0.625012078928551,32.313,0.623887397910915,32.452,0.625954787439241,32.534,0.626207799206991,32.693,0.627167740945365
  Switching & Classification Yard Lines,,—,,—,,—,,—,,10,0.193813473912706,9.27,0.182121807465619,9.207,0.181361541188985,9.167,0.180151321607546,9.006,0.177727784026997,8.999,0.177659763488836,9.046,0.178235769314129,9.09,0.178722400267395,9.058,0.17701086531697,9.108,0.177064095336223,9.115,0.176990291262136,9.199,0.177988893833562,8.97,0.173992318733755,9.007,0.174071855130163,9.001,0.173787963624428,8.887,0.171418100455212,8.853,0.170400739115371,8.852,0.169812768569675
  Other Main Line,,—,,—,,—,,—,,6.295,0.122005581828049,6.404,0.125815324165029,6.51,0.128235433163929,6.584,0.129389800530608,6.596,0.130167939533874,6.644,0.131166959508815,6.715,0.132307449805923,6.766,0.133029236546666,6.943,0.135679668568749,7.012,0.136316802426175,7.07,0.137281553398058,7.107,0.137511367374185,7.074,0.137215347014781,7.095,0.137119996907794,7.097,0.137026239067055,7.093,0.136814289020909,7.113,0.136909573853794,7.117,0.136529312461633
  Passing Lines & Turnouts,,—,,—,,—,,—,,2.962,0.0574075509729436,3.021,0.0593516699410609,3.037,0.0598235039199464,3.04,0.0597425567456028,3.118,0.0615317822114341,3.112,0.0614376246224311,3.124,0.0615530116446318,3.167,0.0622677493560882,3.197,0.062475572578754,3.235,0.062890025078248,3.245,0.0630097087378641,3.255,0.0629800901650446,3.274,0.0635062264809714,3.301,0.0637960690334925,3.382,0.065298399397602,3.412,0.0658128230846385,3.454,0.0664818878238442,3.466,0.0664901780233272
"  Yards, Sidings & Other Main Lines",,21.76,0.396349793264239,21.285,0.393321753270752,21.261,0.394621081351968,20.241,0.384320352402833,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Branch Line,,5.637,0.102675725396623,5.284,0.097642102150935,5.201,0.0965346994079106,5.125,0.0973095106992994,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Main Line,,27.504,0.500974481339138,27.547,0.509036144578313,27.415,0.508844219240121,27.301,0.518370136897868,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Average Age of Locomotives,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
